IDPLAYER,PLAYERNAME,BIRTHDATE,FIRSTNAME,LASTNAME,TEAM,LG,POS,IDFANGRAPHS,FANGRAPHSNAME,MLBID,MLBNAME,CBSID,CBSNAME,RETROID,BREFID,NFBCID,NFBCNAME,ESPNID,ESPNNAME,KFFLNAME,DAVENPORTID,BPID,YAHOOID,YAHOONAME,MSTRBLLNAME,BATS,THROWS,FANTPROSNAME,LASTCOMMAFIRST,ROTOWIREID,FANDUELNAME,FANDUELID,DRAFTKINGSNAME,OTTONEUID,HQID
gomezca01,Carlos Gomez,"Dec 4, 1985",Carlos,Gomez,TEX,AL,OF,4881,Carlos Gomez,460576,Carlos Gomez,1098932,Carlos Gomez,gomec002,gomezca01,8023,Carlos Gomez,28762,Carlos Gomez,Carlos Gomez,GOMEZ19811204A,47621,8023,Carlos Gomez,"Gomez, Carlos",R,R,Carlos Gomez,"Gomez, Carlos",8762,Carlos Gomez,5211,Carlos Gomez,705,2634
gomezje01,Jeanmar Gomez,"Feb 10, 1988",Jeanmar,Gomez,PHI,NL,P,9033,Jeanmar Gomez,491646,Jeanmar Gomez,1679121,,,gomezje01,8763,,30525,Jeanmar Gomez,,,51862,,,,R,R,,"Gomez, Jeanmar",,Jeanmar Gomez,12435,Jeanmar Gomez,2778,
gomezma01,Mauro Gomez,"Sep 7, 1984",Mauro,Gomez,N/A,N/A,1B,5342,Mauro Gomez,450855,Mauro Gomez,1228265,Mauro Gomez,gomem001,gomezma01,9182,Mauro Gomez,31550,Mauro Gomez,,GOMEZ19840907A,47652,9182,Mauro Gomez,"Gomez, Mauro",R,R,,"Gomez, Mauro",,,,,2896,
gonzaad01,Adrian Gonzalez,"May 8, 1982",Adrian,Gonzalez,LAD,NL,1B,1908,Adrian Gonzalez,408236,Adrian Gonzalez,288903,Adrian Gonzalez,gonza003,gonzaad01,7054,Adrian Gonzalez,5405,Adrian Gonzalez,Adrian Gonzalez,GONZALEZ19820508A,31485,7054,Adrian Gonzalez,"Gonzalez, Adrian",L,L,Adrian Gonzalez,"Gonzalez, Adrian",6882,Adrian Gonzalez,5032,Adrian Gonzalez,15220,909
gonzaal02,Alex Gonzalez,"Feb 15, 1977",Alex,Gonzalez,DET,AL,SS,520,Alex Gonzalez,136460,Alex Gonzalez,18477,Alex Gonzalez,gonza002,gonzaal02,6077,Alex Gonzalez,3916,Alex Gonzalez,,GONZALEZ19770215A,502,6077,Alex Gonzalez,"Gonzalez, Alex",R,R,,"Gonzalez, Alex",,,,,8985,
gonzaal03,Alberto Gonzalez,"Apr 18, 1983",Alberto,Gonzalez,NYY,AL,2B,4906,Alberto Gonzalez,471868,Alberto Gonzalez,1103849,Alberto Gonzalez,gonza005,gonzaal03,8111,Alberto Gonzalez,,,,GONZALEZ19830418A,47675,8111,Alberto Gonzalez,"Gonzalez, Alberto",R,R,,"Gonzalez, Alberto",,,,,684,
gonzaca01,Carlos Gonzalez,"Oct 17, 1985",Carlos,Gonzalez,COL,NL,OF,7287,Carlos Gonzalez,471865,Carlos Gonzalez,1103728,Carlos Gonzalez,gonzc001,gonzaca01,7934,Carlos Gonzalez,28658,Carlos Gonzalez,Carlos Gonzalez,GONZALEZ19851017A,47678,7934,Carlos Gonzalez,"Gonzalez, Carlos",L,L,Carlos Gonzalez,"Gonzalez, Carlos",9266,Carlos Gonzalez,5076,Carlos Gonzalez,1342,2834
gonzach01,Chi Chi Gonzalez,"Jan 15, 1992",Chi,Chi Gonzalez,TEX,AL,P,14663,Alex Gonzalez,592346,Chi Chi Gonzalez,2066305,Chi Chi Gonzalez,,gonzach01,9976,Chi Chi Gonzalez,33386,Chi Chi Gonzalez,,,68563,9976,Chi Chi González,"Chi Gonzalez, Chi",R,R,,"Chi Gonzalez, Chi",,Chi-Chi Gonzalez,53599,Chi Chi Gonzalez,18404,
gonzagi01,Gio Gonzalez,"Sep 19, 1985",Gio,Gonzalez,WAS,NL,P,7448,Gio Gonzalez,461829,Gio Gonzalez,585618,Gio Gonzalez,gonzg003,gonzagi01,8179,Gio Gonzalez,28962,Gio Gonzalez,,GONZALEZ19850919A,45529,8179,Gio Gonzalez,"Gonzalez, Gio",R,L,Gio Gonzalez,"Gonzalez, Gio",8324,Gio Gonzalez,5320,Gio Gonzalez,1292,2838
gonzama01,Marwin Gonzalez,"Mar 14, 1989",Marwin,Gonzalez,HOU,AL,3B,5497,Marwin Gonzalez,503556,Marwin Gonzalez,1599169,Marwin Gonzalez,gonzm002,gonzama01,9142,Marwin Gonzalez,30327,Marwin Gonzalez,,GONZALEZ19890314A,50609,9142,Marwin Gonzalez,"Gonzalez, Marwin",B,R,Marwin Gonzalez,"Gonzalez, Marwin",12362,Marwin Gonzalez,13694,Marwin Gonzalez,4961,
gonzama02,Marco Gonzales,"Feb 16, 1992",Marco,Gonzales,STL,NL,P,15467,Marco Gonzales,594835,Marco Gonzales,2066303,Marco Gonzales,gonzm005,gonzama02,9627,Marco Gonzales,33158,Marco Gonzales,,GONZALES19920216A,68759,9627,Marco Gonzales,"Gonzales, Marco",L,L,Marco Gonzales,"Gonzales, Marco",12949,,,Marco Gonzales,18337,
gonzami02,Michael Gonzalez,"May 23, 1978",Michael,Gonzalez,N/A,N/A,P,1794,Michael Gonzalez,283166,Michael Gonzalez,2120491,Mike Gonzalez,gonzm001,gonzami02,7207,Mike Gonzalez,5642,Mike Gonzalez,,GONZALEZ19780523A,31549,7207,Michael Gonzalez,"Gonzalez, Michael",R,L,,"Gonzalez, Michael",,,,,17858,
gonzami03,Miguel Gonzalez,"May 27, 1984",Miguel,Gonzalez,CHW,AL,P,7024,Miguel Gonzalez,456068,Miguel Gonzalez,1208713,Miguel Gonzalez,gonzm003,gonzami03,8437,Miguel Gonzalez,29310,Miguel Gonzalez,,GONZALEZ19840527A,47476,8437,Miguel Gonzalez,"Gonzalez, Miguel",R,R,Miguel Gonzalez,"Gonzalez, Miguel",10076,Miguel Gonzalez,5962,Miguel Gonzalez,1170,3143
gonzami05,Miguel A. Gonzalez,"Sep 23, 1986",Miguel,A. Gonzalez,N/A,N/A,P,15675,Miguel Gonzalez,646057,Miguel Alfredo Gonzalez,2074923,Miguel Alfredo Gonzalez,,gonzami05,9641,Miguel Alfredo Gonzalez,33093,Miguel Alfredo Gonzalez,,,101994,9641,Miguel Alfredo Gónzalez,"Alfredo Gonzalez, Miguel",R,R,,"A. Gonzalez, Miguel",,,,,18265,
gonzase01,Severino Gonzalez,"Sep 28, 1992",Severino,,PHI,NL,P,14697,Severino Gonzalez,605894,Severino Gonzalez,2117132,Severino Gonzalez,,gonzase01,9944,Severino Gonzalez,33238,Severino Gonzalez,,,69116,9944,Severino Gonzalez,"Gonzalez, Severino",R,R,,", Severino",,Severino Gonzalez,62460,Severino Gonzalez,18453,
gordoal01,Alex Gordon,"Feb 10, 1984",Alex,Gordon,KC,AL,OF,5209,Alex Gordon,460086,Alex Gordon,593271,Alex Gordon,gorda001,gordoal01,7907,Alex Gordon,28636,Alex Gordon,Alex Gordon,GORDON19840210A,52054,7907,Alex Gordon,"Gordon, Alex",L,R,Alex Gordon,"Gordon, Alex",8615,Alex Gordon,5135,Alex Gordon,8622,2270
gordode01,Dee Gordon,"Apr 22, 1988",Dee,Gordon,MIA,NL,2B,8203,Dee Gordon,543829,Dee Gordon,1667054,Dee Gordon,gordd002,gordode01,8863,Dee Gordon,30726,Dee Gordon,Dee Gordon,STRANGEGO19880422A,58880,8863,Dee Gordon,"Gordon, Dee",L,R,Dee Gordon,"Gordon, Dee",10624,Dee Gordon,12935,Dee Gordon,17855,3827
gordoni01,Nick Gordon,"Oct 24, 1995",Nick,Gordon,MIN,AL,SS,sa828662,Nick Gordon,624503,Nick Gordon,,,,,,,33705,Nick Gordon,,,,,,"Gordon, Nick",L,R,,"Gordon, Nick",,,,,18361,
gorete01,Terrance Gore,"Jun 8, 1991",Terrance,Gore,KC,AL,DH,13658,Terrance Gore,605253,Terrance Gore,2146190,Terrance Gore,goret001,gorete01,9804,Terrance Gore,33632,Terrance Gore,,,69538,9804,Terrance Gore,"Gore, Terrance",R,R,Terrance Gore,"Gore, Terrance",,Terrance Gore,58431,Terrance Gore,18403,
gorskda01,Darin Gorski,"Oct 6, 1987",Darin,Gorski,N/A,N/A,P,sa501520,Darin Gorski,571719,Darin Gorski,1956426,Darin Gorski,,,,,32240,Darin Gorski,,,,,,"Gorski, Darin",L,L,,"Gorski, Darin",,,,,8582,
gorzeto01,Tom Gorzelanny,"Jul 12, 1982",Tom,Gorzelanny,CLE,AL,P,6244,Tom Gorzelanny,452733,Tom Gorzelanny,566069,Tom Gorzelanny,gorzt001,gorzeto01,7678,Tom Gorzelanny,6449,Tom Gorzelanny,,GORZELANN19820712A,45530,7678,Tom Gorzelanny,"Gorzelanny, Tom",R,L,,"Gorzelanny, Tom",7690,Tom Gorzelanny,5670,,8469,
gosean01,Anthony Gose,"Aug 10, 1990",Anthony,Gose,DET,AL,OF,5097,Anthony Gose,543238,Anthony Gose,1758976,Anthony Gose,gosea001,gosean01,9120,Anthony Gose,31048,Anthony Gose,Anthony Gose,GOSE19900810A,57905,9120,Anthony Gose,"Gose, Anthony",L,L,Anthony Gose,"Gose, Anthony",10541,Anthony Gose,13055,Anthony Gose,4392,3652
gosewtu01,Tuffy Gosewisch,"Aug 17, 1983",Tuffy,Gosewisch,ATL,NL,C,5277,Tuffy Gosewisch,488912,Tuffy Gosewisch,1447029,Tuffy Gosewisch,goset001,gosewtu01,9479,Tuffy Gosewisch,29669,Tuffy Gosewisch,,GOSEWISCH19830817A,49364,9479,Tuffy Gosewisch,"Gosewisch, Tuffy",R,R,Tuffy Gosewisch,"Gosewisch, Tuffy",12651,Tuffy Gosewisch,13425,Tuffy Gosewisch,2595,
gosseph01,Phil Gosselin,"Oct 3, 1988",Phil,Gosselin,ARI,NL,2B,10953,Phil Gosselin,594838,Phil Gosselin,1804763,Phil Gosselin,gossp001,gosseph01,9492,Phil Gosselin,31222,Phil Gosselin,,GOSSELIN19881003A,67762,9492,Phil Gosselin,"Gosselin, Phil",R,R,Phil Gosselin,"Gosselin, Phil",11614,Phil Gosselin,13520,Phil Gosselin,14459,
gourrlo01,Lourdes Gourriel,,Lourdes,Gourriel,TOR,AL,3B,,,,,,,,gourrlo01,,,,,,,,,,,,,,"Gourriel, Lourdes",,,,,,
gourryu01,Yulieski Gurriel,"Jun 9, 1984",Yulieski,Gurriel,HOU,AL,3B,19198,Yulieski Gurriel,493329,Yulieski Gurriel,,,,gourryu01,,,36006,Yulieski Gurriel,,,,,,"Player, Last",R,R,,"Gurriel, Yulieski",,,,,,
grandcu01,Curtis Granderson,"Mar 16, 1981",Curtis,Granderson,NYM,NL,OF,4747,Curtis Granderson,434158,Curtis Granderson,393076,Curtis Granderson,granc001,grandcu01,7455,Curtis Granderson,6125,Curtis Granderson,Curtis Granderson,GRANDERSO19810316A,36252,7455,Curtis Granderson,"Granderson, Curtis",L,R,Curtis Granderson,"Granderson, Curtis",8015,Curtis Granderson,5114,Curtis Granderson,7790,1161
grandya01,Yasmani Grandal,"Nov 8, 1988",Yasmani,Grandal,LAD,NL,C,11368,Yasmani Grandal,518735,Yasmani Grandal,1765807,Yasmani Grandal,grany001,grandya01,9098,Yasmani Grandal,30950,Yasmani Grandal,Yasmani Grandal,GRANDAL19881108A,65870,9098,Yasmani Grandal,"Grandal, Yasmani",B,R,Yasmani Grandal,"Grandal, Yasmani",9829,Yasmani Grandal,13303,Yasmani Grandal,14882,
graveke01,Kendall Graveman,"Dec 21, 1990",Kendall,Graveman,OAK,AL,P,15514,Kendall Graveman,608665,Kendall Graveman,2146204,Kendall Graveman,gravk001,graveke01,9821,Kendall Graveman,33636,Kendall Graveman,,,102077,9821,Kendall Graveman,"Graveman, Kendall",R,R,,"Graveman, Kendall",,Kendall Graveman,58434,Kendall Graveman,18409,
grayjo02,Jon Gray,"Nov 5, 1991",Jon,Gray,COL,NL,P,14916,Jonathan Gray,592351,Jon Gray,2066291,,,grayjo02,9567,,33203,Jon Gray,,,68564,,,"Gray, Jon",R,R,,"Gray, Jon",,Jon Gray,52155,Jon Gray,18244,4657
grayso01,Sonny Gray,"Nov 7, 1989",Sonny,Gray,OAK,AL,P,12768,Sonny Gray,543243,Sonny Gray,1894635,Sonny Gray,grays001,grayso01,9459,Sonny Gray,32082,Sonny Gray,,GRAY19891107A,70306,9459,Sonny Gray,"Gray, Sonny",R,R,Sonny Gray,"Gray, Sonny",12129,Sonny Gray,17064,Sonny Gray,18113,4361
greench03,Chad Green,"May 24, 1991",Chad,Green,NYY,AL,P,15552,Chad Green,643338,Chad Green,,,,greench03,,,33325,Chad Green,,,,,,,L,R,,"Green, Chad",,,,,,
greengr01,Grant Green,"Sep 27, 1987",Grant,Green,SF,NL,2B,10053,Grant Green,502205,Grant Green,1727684,Grant Green,greeg002,greengr01,8866,Grant Green,30430,Grant Green,Grant Green,GREEN19870927A,59285,8866,Grant Green,"Green, Grant",R,R,Grant Green,"Green, Grant",10949,Grant Green,12938,Grant Green,4467,
greensh01,Shane Greene,"Nov 17, 1988",Shane,Greene,DET,AL,P,10756,Shane Greene,572888,Shane Greene,2040765,Shane Greene,grees005,greensh02,9670,Shane Greene,32704,Shane Greene,,GREENE19881117A,60907,9670,Shane Greene,"Greene, Shane",L,L,Shane Greene,"Greene, Shane",11968,Shane Greene,38144,Shane Greene,12008,
greenta01,Taylor Green,"Nov 2, 1986",Taylor,Green,MIL,NL,3B,9147,Taylor Green,488919,Taylor Green,1623770,Taylor Green,greet005,greenta01,9030,Taylor Green,29045,Taylor Green,,GREEN19861102A,51783,9030,Taylor Green,"Green, Taylor",L,R,,"Green, Taylor",,,,,2802,
greenty02,Tyler Greene,"Aug 17, 1983",Tyler,Greene,ATL,NL,2B,4675,Tyler Greene,460022,Tyler Greene,1654336,Tyler Greene,greet004,greenty02,8463,Tyler Greene,,,,GREENE19830817A,47770,8463,Tyler Greene,"Greene, Tyler",R,R,,"Greene, Tyler",,,,,1470,
gregelu01,Luke Gregerson,"May 14, 1984",Luke,Gregerson,HOU,AL,P,4090,Luke Gregerson,502381,Luke Gregerson,1604111,Luke Gregerson,gregl001,gregelu01,8443,Luke Gregerson,30276,Luke Gregerson,,GREGERSON19840514A,50258,8443,Luke Gregerson,"Gregerson, Luke",L,R,Luke Gregerson,"Gregerson, Luke",10380,Luke Gregerson,5426,Luke Gregerson,2010,3197
greggke01,Kevin Gregg,"Jun 20, 1978",Kevin,Gregg,CIN,NL,P,1793,Kevin Gregg,276514,Kevin Gregg,174914,Kevin Gregg,gregk001,greggke01,7206,Kevin Gregg,5641,Kevin Gregg,,GREGG19780620A,36308,7206,Kevin Gregg,"Gregg, Kevin",R,R,,"Gregg, Kevin",,,,,15253,
gregodi01,Didi Gregorius,"Feb 18, 1990",Didi,Gregorius,NYY,AL,SS,6012,Didi Gregorius,544369,Didi Gregorius,1810724,Didi Gregorius,gregd001,gregodi01,9282,Didi Gregorius,31376,Didi Gregorius,Didi Gregorius,GREGORIUS19900218A,58809,9282,Didi Gregorius,"Gregorius, Didi",L,R,Didi Gregorius,"Gregorius, Didi",11257,Didi Gregorius,13841,Didi Gregorius,16490,4194
greinza01,Zack Greinke,"Oct 21, 1983",Zack,Greinke,ARI,NL,P,1943,Zack Greinke,425844,Zack Greinke,390851,Zack Greinke,greiz001,greinza01,7257,Zack Greinke,5883,Zack Greinke,,GREINKE19831021A,31734,7257,Zack Greinke,"Greinke, Zack",R,R,Zack Greinke,"Greinke, Zack",7480,Zack Greinke,5522,Zack Greinke,15274,929
grichra01,Randal Grichuk,"Aug 13, 1991",Randal,Grichuk,STL,NL,OF,10243,Randal Grichuk,545341,Randal Grichuk,1745354,Randal Grichuk,gricr001,grichra01,9689,Randal Grichuk,31399,Randal Grichuk,,GRICHUK19910813A,60408,9689,Randal Grichuk,"Grichuk, Randal",R,R,Randal Grichuk,"Grichuk, Randal",10998,Randal Grichuk,13909,Randal Grichuk,6320,4536
griffaj01,A.J. Griffin,"Jan 28, 1988",A.J.,Griffin,TEX,AL,P,11132,A.J. Griffin,456167,A.J. Griffin,1974327,A.J. Griffin,grifa002,griffaj01,9220,A.J. Griffin,32559,A.J. Griffin,,GRIFFIN19880128A,65757,9220,A.J. Griffin,"Griffin, A.J.",R,R,A.J. Griffin,"Griffin, A.J.",12410,A.J. Griffin,23093,A.J. Griffin,13764,
grillja01,Jason Grilli,"Nov 11, 1976",Jason,Grilli,TOR,AL,P,521,Jason Grilli,276351,Jason Grilli,25049,Jason Grilli,grilj001,grillja01,6466,Jason Grilli,4350,Jason Grilli,,GRILLI19761111A,17096,6466,Jason Grilli,"Grilli, Jason",R,R,Jason Grilli,"Grilli, Jason",6176,Jason Grilli,5967,Jason Grilli,8726,252
grimmju01,Justin Grimm,"Aug 16, 1988",Justin,Grimm,CHC,NL,P,11720,Justin Grimm,518748,Justin Grimm,1989422,Justin Grimm,grimj002,grimmju01,9216,Justin Grimm,31753,Justin Grimm,,GRIMM19880816A,68390,9216,Justin Grimm,"Grimm, Justin",R,R,,"Grimm, Justin",,Justin Grimm,23086,Justin Grimm,18180,4124
grossro01,Robbie Grossman,"Sep 16, 1989",Robbie,Grossman,MIN,AL,OF,5254,Robbie Grossman,543257,Robbie Grossman,1670950,Robbie Grossman,grosr001,grossro01,9378,Robbie Grossman,31385,Robbie Grossman,Robbie Grossman,GROSSMAN19890916A,57919,9378,Robbie Grossman,"Grossman, Robbie",B,L,Robbie Grossman,"Grossman, Robbie",10503,Robbie Grossman,13854,,5031,
gsellro01,Robert Gsellman,"Jul 18, 1993",Robert,Gsellman,NYM,NL,P,13696,Robert Gsellman,607229,Robert Gsellman,2210220,,,gsellro01,10199,,34872,Robert Gsellman,,,70551,,,"Gsellman, Robert",R,R,,"Gsellman, Robert",,,,,,
guerral01,Alexander Guerrero,"Dec 20, 1986",Alexander,Guerrero,LAD,NL,3B,15670,Alex Guerrero,648717,Alex Guerrero,2106651,Alex Guerrero,guera001,guerral01,9539,Alex Guerrero,33096,Alex Guerrero,Alexander Guerrero,GUERREROcubaA01,53590,9539,Alex Guerrero,"Guerrero, Alex",R,R,Alexander Guerrero,"Guerrero, Alexander",,Alex Guerrero,49461,Alex Guerrero,18287,
guerrja01,Javy Guerra,"Oct 31, 1985",Javy,Guerra,LAA,AL,P,7407,Javy Guerra,457915,Javy Guerra,1725471,Javy Guerra,guerj002,guerrja01,8929,Javy Guerra,30505,Javy Guerra,,GUERRA19851031A,47851,8929,Javy Guerra,"Guerra, Javy",R,R,,"Guerra, Javy",10389,Javy Guerra,13534,Javy Guerra,1859,
guerrju02,Junior Guerra,"Jan 16, 1985",Junior,Guerra,MIL,NL,P,5702,Junior Guerra,448855,Junior Guerra,2171701,,,guerrju02,9989,,34241,Junior Guerra,,,47850,,,"Guerra, Junior",R,R,,"Guerra, Junior",,Junior Guerra,62871,"Guerra, Junior",8191,
guerrma02,Matt Guerrier,"Aug 2, 1978",Matt,Guerrier,MIN,AL,P,2061,Matt Guerrier,407825,Matt Guerrier,181983,Matt Guerrier,guerm001,guerrma02,7355,Matt Guerrier,5998,Matt Guerrier,,GUERRIER19780802A,31551,7355,Matt Guerrier,"Guerrier, Matt",R,R,,"Guerrier, Matt",,,,,15184,
guerrta01,Taylor Guerrieri,"Dec 1, 1992",Taylor,Guerrieri,TB,AL,P,sa597787,Taylor Guerrieri,605260,Taylor Guerrieri,1894639,,,guerrta01,9629,,32167,Taylor Guerrieri,,,70761,,,,R,R,,"Guerrieri, Taylor",,,,,18132,
guerrvl01,Vladimir Guerrero,"Feb 9, 1975",Vladimir,Guerrero,N/A,N/A,OF,778,Vladimir Guerrero,115223,Vladimir Guerrero,7669,Vladimir Guerrero,guerv001,guerrvl01,,,,,,GUERRERO19760209A,404,,,"Guerrero, Vladimir",R,R,,"Guerrero, Vladimir",,,,,9731,
guillca01,Carlos Guillen,"Sep 30, 1975",Carlos,Guillen,N/A,N/A,2B,1079,Carlos Guillen,136722,Carlos Guillen,18701,Carlos Guillen,guilc001,guillca01,,,,,,GUILLEN19750930A,1155,,,"Guillen, Carlos",B,R,,"Guillen, Carlos",,,,,9081,
guilljo01,Jose Guillen,"May 17, 1976",Jose,Guillen,N/A,N/A,OF,57,Jose Guillen,115229,Jose Guillen,8229,Jose Guillen,guilj001,guilljo01,,,,,,GUILLEN19760517A,777,,,"Guillen, Jose",R,R,,"Guillen, Jose",,,,,15215,
guthrje01,Jeremy Guthrie,"Apr 8, 1979",Jeremy,Guthrie,N/A,N/A,P,2072,Jeremy Guthrie,425386,Jeremy Guthrie,390771,Jeremy Guthrie,guthj001,guthrje01,7040,Jeremy Guthrie,5370,Jeremy Guthrie,,GUTHRIE19790408A,45312,7040,Jeremy Guthrie,"Guthrie, Jeremy",R,R,Jeremy Guthrie,"Guthrie, Jeremy",7171,Jeremy Guthrie,5583,Jeremy Guthrie,15177,951
gutiefr01,Franklin Gutierrez,"Feb 21, 1983",Franklin,Gutierrez,SEA,AL,OF,3255,Franklin Gutierrez,429711,Franklin Gutierrez,392462,Franklin Gutierrez,gutif001,gutiefr01,7644,Franklin Gutierrez,6408,Franklin Gutierrez,,GUTIERREZ19830221A,36436,7644,Franklin Gutierrez,"Gutierrez, Franklin",R,R,Franklin Gutierrez,"Gutierrez, Franklin",,Franklin Gutierrez,5374,Franklin Gutierrez,3673,
guyerbr01,Brandon Guyer,"Jan 28, 1986",Brandon,Guyer,CLE,AL,OF,2636,Brandon Guyer,446386,Brandon Guyer,1669646,Brandon Guyer,guyeb001,guyerbr01,8924,Brandon Guyer,30708,Brandon Guyer,Brandon Guyer,GUYER19860128A,57379,8924,Brandon Guyer,"Guyer, Brandon",R,R,Brandon Guyer,"Guyer, Brandon",,Brandon Guyer,12989,Brandon Guyer,5263,
guzmaje01,Jesus Guzman,"Jun 14, 1984",Jesus,Guzman,CHC,NL,1B,3118,Jesus Guzman,461882,Jesus Guzman,1104372,Jesus Guzman,guzmj005,guzmaje01,8484,Jesus Guzman,30108,Jesus Guzman,Jesus Guzman,GUZMAN19840614A,45422,8484,Jesus Guzman,"Guzman, Jesus",R,R,,"Guzman, Jesus",,,,,1891,
gwynnto02,Tony Gwynn,"Oct 4, 1982",Tony,Gwynn,PHI,NL,OF,6141,Tony Gwynn,448242,Tony Gwynn,489849,Tony Gwynn,gwynt002,gwynnto02,7814,Tony Gwynn Jr.,28516,Tony Gwynn,,GWYNN19821004A,45423,7814,Tony Gwynn Jr.,"Gwynn, Tony",L,R,,"Gwynn, Tony",,,,,17843,
gyorkje01,Jedd Gyorko,"Sep 23, 1988",Jedd,Gyorko,STL,NL,SS,10816,Jedd Gyorko,576397,Jedd Gyorko,1811464,Jedd Gyorko,gyorj001,gyorkje01,9107,Jedd Gyorko,31402,Jedd Gyorko,Jedd Gyorko,GYORKO19880923A,66729,9107,Jedd Gyorko,"Gyorko, Jedd",R,R,Jedd Gyorko,"Gyorko, Jedd",11472,Jedd Gyorko,13900,Jedd Gyorko,13731,4019
hafnetr01,Travis Hafner,"Jun 3, 1977",Travis,Hafner,NYY,AL,DH,1573,Travis Hafner,400098,Travis Hafner,223614,Travis Hafner,hafnt001,hafnetr01,6980,Travis Hafner,4752,Travis Hafner,,HAFNER19770603A,1264,6980,Travis Hafner,"Hafner, Travis",L,R,,"Hafner, Travis",,,,,8880,
hagadni01,Nick Hagadone,"Jan 1, 1986",Nick,Hagadone,CLE,AL,P,1351,Nick Hagadone,444935,Nick Hagadone,1731942,Nick Hagadone,hagan001,hagadni01,9028,Nick Hagadone,29992,Nick Hagadone,,HAGADONE19860101A,53610,9028,Nick Hagadone,"Hagadone, Nick",L,L,,"Hagadone, Nick",,Nick Hagadone,13308,Nick Hagadone,6943,
hahnje01,Jesse Hahn,"Jul 30, 1989",Jesse,Hahn,OAK,AL,P,13287,Jesse Hahn,534910,Jesse Hahn,2053477,Jesse Hahn,hahnj001,hahnje01,9721,Jesse Hahn,33108,Jesse Hahn,,HAHN19890730A,68419,9721,Jesse Hahn,"Hahn, Jesse",R,R,Jesse Hahn,"Hahn, Jesse",11454,Jesse Hahn,53043,Jesse Hahn,14903,4643
hairsje02,Jerry Hairston,"May 29, 1976",Jerry,Hairston,N/A,N/A,SS,144,Jerry Hairston,150020,Jerry Hairston,18778,Jerry Hairston,hairj002,hairsje02,6127,Jerry Hairston Jr.,3966,Jerry Hairston Jr.,,HAIRSTON19760529A,1215,6127,Jerry Hairston Jr.,"Hairston, Jerry",R,R,,"Hairston, Jerry",,,,,4293,
hairssc01,Scott Hairston,"May 25, 1980",Scott,Hairston,WAS,NL,OF,1926,Scott Hairston,430668,Scott Hairston,393032,Scott Hairston,hairs001,hairssc01,7046,Scott Hairston,5401,Scott Hairston,Scott Hairston,HAIRSTON19800525A,31426,7046,Scott Hairston,"Hairston, Scott",R,R,Scott Hairston,"Hairston, Scott",,,,,11013,
haleda01,David Hale,"Sep 27, 1987",David,Hale,BAL,AL,P,9756,David Hale,571735,David Hale,2027390,David Hale,haled001,haleda02,9528,David Hale,32601,David Hale,,HALE19870927A,59653,9528,David Hale,"Hale, David",R,R,David Hale,"Hale, David",,David Hale,38096,David Hale,5756,
hallaro01,Roy Halladay,"May 14, 1977",Roy,Halladay,N/A,N/A,P,1303,Roy Halladay,136880,Roy Halladay,18820,Roy Halladay,hallr001,hallaro01,6134,Roy Halladay,3973,Roy Halladay,,HALLADAY19770514A,989,6134,Roy Halladay,"Halladay, Roy",R,R,,"Halladay, Roy",,,,,15284,
hallbi01,Bill Hall,"Dec 28, 1979",Bill,Hall,N/A,N/A,2B,1605,Bill Hall,407849,Bill Hall,224423,Bill Hall,hallb001,hallbi03,6992,Bill Hall,,,,HALL19791228A,133,6992,Bill Hall,"Hall, Bill",R,R,,"Hall, Bill",,,,,12480,
hamelco01,Cole Hamels,"Dec 27, 1983",Cole,Hamels,TEX,AL,P,4972,Cole Hamels,430935,Cole Hamels,479065,Cole Hamels,hamec001,hamelco01,7509,Cole Hamels,6216,Cole Hamels,,HAMELS19831227A,45534,7509,Cole Hamels,"Hamels, Cole",L,L,Cole Hamels,"Hamels, Cole",7564,Cole Hamels,5525,Cole Hamels,15286,2273
hamilbi02,Billy Hamilton,"Sep 9, 1990",Billy,Hamilton,CIN,NL,OF,10199,Billy Hamilton,571740,Billy Hamilton,1799465,Billy Hamilton,hamib001,hamilbi02,9113,Billy Hamilton,31042,Billy Hamilton,Billy Hamilton,HAMILTON19900909A,59654,9113,Billy Hamilton,"Hamilton, Billy",B,R,Billy Hamilton,"Hamilton, Billy",10981,Billy Hamilton,13368,Billy Hamilton,11967,4284
hamiljo03,Josh Hamilton,"May 21, 1981",Josh,Hamilton,TEX,AL,OF,1875,Josh Hamilton,285078,Josh Hamilton,174916,Josh Hamilton,hamij003,hamiljo03,6679,Josh Hamilton,4652,Josh Hamilton,Josh Hamilton,HAMILTON19810521A,31647,6679,Josh Hamilton,"Hamilton, Josh",L,L,Josh Hamilton,"Hamilton, Josh",6282,Josh Hamilton,5354,Josh Hamilton,4296,
hammeja01,Jason Hammel,"Sep 2, 1982",Jason,Hammel,N/A,N/A,P,4538,Jason Hammel,434628,Jason Hammel,533001,Jason Hammel,hammj002,hammeja01,7709,Jason Hammel,6480,Jason Hammel,,HAMMEL19820902A,36564,7709,Jason Hammel,"Hammel, Jason",R,R,Jason Hammel,"Hammel, Jason",8480,Jason Hammel,5258,Jason Hammel,987,2224
